Timestamp,Net_liquidation,Market_price,volume,YTD,one_year,five_year
1642413453,1413524.923,335.0351832,1150107.489,0.718016062,89.80631573,53.18041221
1642413473,1604468.907,370.0459791,1664951.071,0.49426676,2.169589908,81.45982133
1642413493,1688467.214,364.6103205,1179013.105,0.376072226,95.41573309,68.88323719
1642413513,1572252.371,397.1165317,1391311.66,0.859920161,45.06082778,91.94180742
1642413533,1150644.796,347.6547848,1529515.57,0.90403092,37.25095611,89.18026861
1642413553,1253042.786,311.2201823,1880459.9,0.318143682,44.82683073,54.92222437
1642413573,1838534.478,342.6561412,1006408.581,0.880936975,68.00293,59.70747518
1642413593,1877794.525,301.9598759,1224469.939,0.624633701,71.0931803,24.39267813
1642413613,1566349.941,315.0884698,1516877.75,0.719921114,82.03054485,97.99385213
1642413633,1661687.281,340.1562054,1249882.467,0.072856011,42.95122865,11.27936483
1642413653,1011652.602,358.8002874,1255555.136,0.763839106,93.44329705,29.93897896
1642413673,1826624.129,310.3068585,1210887.36,0.733406349,77.25409092,41.11339097
1642413693,1988347.456,350.5442802,1425022.708,0.251354839,99.0887999,5.537973321
1642413713,1423595.733,393.1697894,1763007.111,0.373450341,72.9919163,46.6813973
1642413733,1004004.203,312.1626711,1130278.698,0.877615518,63.07273502,42.45349628
1642413753,1491253.148,345.067169,1889794.062,0.013224928,41.56658471,23.13945366
1642413773,1614615.132,368.3863385,1559160.667,0.167442769,50.03905778,86.76396728
1642413793,1237707.871,362.1044575,1899401.677,0.266169935,11.2966408,20.87810659
1642413813,1834634.806,314.6851921,1173454.388,0.904464377,76.71591156,45.47107622
1642413833,1126949.95,312.7355339,1984701.608,0.171905133,74.32103619,51.94686581
1642413853,1947600.841,347.9574219,1807912.628,0.196382265,42.47175253,24.69952871
1642413873,1638174.614,391.2947834,1956400.116,0.967369128,33.40800627,77.60312932
1642413893,1016898.339,345.3621002,1792528.527,0.596438661,58.34313739,81.0373601
1642413913,1924947.694,356.351799,1953189.688,0.942022359,56.174376,64.33951221
1642413933,1661464.041,373.057514,1051578.327,0.899252091,27.86296743,70.2896889
1642413953,1556434.038,390.2323807,1438810.324,0.218076033,13.8470737,17.7270256
1642413973,1552110.713,318.6105419,1923971.475,0.63420228,16.04354899,23.50384357
1642413993,1055979.93,365.0310819,1995049.058,0.360135547,56.65765655,42.34765024
1642414013,1729006.387,339.0063007,1839314.18,0.558906053,77.66963149,21.79934386
1642414033,1577451.711,329.4701438,1896246.14,0.076006886,61.30228561,71.75995233
1642414053,1486711.546,336.2676677,1624607.027,0.309722046,84.56091634,54.88878072
1642414073,1736527.693,387.5696421,1953425.7,0.979130186,5.392029708,39.18921221
1642414093,1960220.198,347.8089957,1189841.557,0.598334506,14.40126028,79.77780898
1642414113,1210507.182,366.1845833,1851109.457,0.303904489,76.21389264,70.27628895
1642414133,1499362.745,391.9090524,1162765.041,0.532227003,54.1527799,85.54462503
1642414153,1071315.168,345.9808797,1592939.274,0.627673138,43.67905742,12.06789111
1642414173,1703180.012,348.2105836,1743612.053,0.533439219,6.133248735,55.49968055
1642414193,1951716.171,302.9001725,1639882.744,0.175393244,77.00945105,63.54629363
1642414213,1449596.382,354.4387392,1620209.823,0.742517647,74.95011528,89.99988513
1642414233,1300223.772,399.3705839,1902537.671,0.013878259,78.62683503,57.95209094
1642414253,1817310.484,340.1126003,1785439.171,0.049620563,6.58725256,57.85713146
1642414273,1351921.547,360.1171506,1037875.527,0.849521085,80.34020425,83.26701195
1642414293,1773662.878,321.5662548,1645875.761,0.595026307,30.6573169,96.08806007
1642414313,1382591.727,388.8502335,1001168.92,0.313973249,45.00010497,55.82214908
1642414333,1369736.824,363.9304877,1289232.466,0.063436988,26.53849706,30.65660072
1642414353,1299488.664,373.1834792,1623502.65,0.295443584,45.31924771,16.19937917
1642414373,1515225.807,324.7360801,1658476.957,0.127566252,12.85302189,66.19256862
1642414393,1808454.022,344.5911999,1358434.438,0.667719797,53.95865307,30.93376554
1642414413,1054997.043,333.7535938,1272465.542,0.394028374,30.02883059,72.68669333
1642414433,1012495.61,311.8575987,1806207.049,0.981011514,93.35620497,50.98576967
1642414453,1507512.436,381.7059556,1801324.499,0.099286416,15.6753379,92.50718296
1642414473,1840134.983,386.2356538,1414947.92,0.16051219,45.28025087,39.63979227
1642414493,1141764.608,340.8200427,1635072.295,0.010067691,23.39216749,45.00564586
1642414513,1225907.497,363.3670993,1074324.941,0.382968818,6.559773738,2.418711211
1642414533,1042933.975,314.7149476,1540798.798,0.725262427,10.87559677,74.67893106
1642414553,1044648.766,310.9535334,1237327.962,0.687592644,68.27931783,71.63754671
1642414573,1670045.384,314.3285592,1700935.516,0.980504051,24.85141766,47.27895077
1642414593,1366506.162,334.1483693,1020837.391,0.730077501,80.49738433,1.343082214
1642414613,1068184.944,396.8907468,1301117.228,0.152795332,97.27841083,84.3861108
1642414633,1212058.525,384.9079467,1308236.867,0.646306176,37.63930556,70.45564144
1642414653,1767693.926,306.0478706,1260182.865,0.303289235,13.72159604,43.96008281
1642414673,1130214.833,376.4035288,1144054.842,0.165960763,76.29887135,0.161184233
1642414693,1254996.496,376.7453617,1685261.231,0.506939544,82.67198073,86.00984819
1642414713,1767623.457,390.7865279,1915417.996,0.202222447,26.35228937,86.87221006
1642414733,1104057.003,314.6716675,1027069.376,0.324470388,94.72735712,40.12469372
1642414753,1740798.418,390.6611925,1837799.441,0.873214789,61.33311592,7.519046614
1642414773,1632782.885,361.7717731,1225408.999,0.469523875,88.98554085,23.30070298
1642414793,1762876.657,349.5562429,1386618.575,0.053278499,73.15099833,67.02046954
1642414813,1955798.672,332.4585532,1396704.129,0.963331174,47.48056893,34.46861597
1642414833,1309824.966,311.3250484,1037879.429,0.140634734,22.14244109,21.57811534
1642414853,1388724.229,353.6582768,1842435.075,0.293035776,1.96095676,74.39909176
1642414873,1549812.897,333.0547651,1341654.259,0.798399283,43.67936732,69.16984895
1642414893,1120172.721,361.6724009,1607455.035,0.69649708,23.40145294,88.08916541
1642414913,1765942.627,342.7634438,1148845.065,0.444949844,52.92018657,21.24200575
1642414934,1450409.354,315.5017284,1378762.994,0.767427541,41.98116221,43.67940098
1642414954,1608259.762,320.2496218,1108971.227,0.130149937,82.78048643,96.22751626
1642414974,1461375.021,380.8194356,1138498.813,0.676772662,28.49952319,33.0891288
1642414994,1403152.425,310.1211295,1321487.715,0.032752934,31.43730621,70.04521798
1642415014,1915695.254,308.3147149,1825050.021,0.341762198,42.08198452,90.07636516
1642415034,1994618.406,333.9081951,1988467.254,0.364618774,65.30476042,34.988732
1642415054,1982570.923,330.6574507,1228579.195,0.161146592,59.16989766,44.27320187
1642415074,1690881.693,333.9596457,1051783.303,0.964265987,14.76833712,94.14895529
1642415094,1011871.511,344.3249875,1643039.087,0.071424954,10.06117387,12.8924566
1642415114,1096997.94,334.5665222,1681230.424,0.752950463,91.71153197,37.46239159
1642415134,1586204.327,340.0906801,1632156.699,0.635996391,42.65842939,58.38959302
1642415154,1890896.556,369.5091431,1606328.727,0.233376285,29.8124083,67.62950194
1642415174,1385274.349,398.6341277,1409960.751,0.717407614,59.17988577,57.9534236
1642415194,1066434.138,316.1456234,1411628.081,0.242092858,36.73560258,99.68781296
1642415214,1543634.72,303.4013831,1185624.517,0.882800142,40.29021557,63.72425688
1642415234,1353585.719,323.0082749,1423353.347,0.443925451,66.49344348,77.55658287
1642415254,1923122.715,301.9759556,1299149.042,0.612451917,51.0835807,38.19715228
1642425016,1220935.175,392.7452151,1011272.847,0.871392618,13.67755111,56.76833974
1642425036,1970154.136,347.5360804,1929489.004,0.600272904,96.74393608,79.81202899
1642425056,1444455.583,332.2320068,1657754.176,0.769408513,59.02396532,12.28217379
1642425076,1179863.916,377.8443632,1347701.188,0.593412259,4.218642913,82.87130428
1642425096,1882933.12,303.8158234,1102500.691,0.727782445,43.75563476,24.73683324
1642425116,1132087.969,336.9466221,1797110.393,0.693128175,76.51067797,66.38139976
1642425136,1206532.95,303.164783,1568285.611,0.047818754,18.97878821,77.68982493
1642425156,1838555.669,387.3240001,1982413.34,0.13328833,49.70142128,69.82117304
1642425176,1418425.102,356.4250724,1798177.838,0.398183604,55.84880523,59.11906412
1642425196,1008499.355,351.8669547,1333085.757,0.094426695,70.79277342,42.03859212
1642425216,1811951.627,367.6783671,1605519.436,0.642464404,91.11593855,11.18684952
1642425236,1580437.732,390.4228519,1921991.914,0.578516317,14.3663882,76.76993025
1642425256,1902555.391,341.4772837,1178824.744,0.23662444,11.12577108,63.68465297
1642425276,1673826.54,310.6714886,1872344.705,0.263398475,19.28866627,16.02310473
1642425296,1373497.397,339.5596916,1187629.332,0.575938495,81.57319955,29.1593912
1642425316,1329422.635,385.3485197,1304258.18,0.309756422,6.107293052,91.891567
1642425336,1569335.521,385.5006579,1548796.486,0.525704826,44.63679128,43.561541
1642425356,1772490.085,362.8756953,1528619.604,0.092394995,9.841015313,38.46286834
1642425376,1814062.164,381.0441101,1157992.507,0.555025635,6.740108724,47.41471203
1642425396,1061821.273,335.7160449,1714325.092,0.052074927,88.37158437,13.36855585
1642425416,1936025.635,351.8166346,1821557.014,0.097471884,60.48256536,56.60357874
1642425436,1913122.388,326.0263159,1149235.319,0.061786803,19.63317725,25.81360478
1642425456,1503157.982,358.2189584,1169681.309,0.758326698,15.41035201,78.35873525
1642425476,1431192.582,380.7141823,1429222.478,0.310590506,47.97981298,12.73319445
1642425496,1574464.348,323.0140567,1078016.542,0.974840115,8.610323859,79.78109809
1642425516,1652273.984,323.4276373,1117245.805,0.704080778,94.69676494,67.77741022
1642425536,1857621.653,305.3536543,1967274.646,0.792870931,53.55910076,51.45586365
1642425556,1467778.7,343.6343413,1438270.992,0.370076134,65.38981043,53.23371602
1642425576,1113207.953,353.9597866,1714076.529,0.828326447,35.60304678,50.15742014
1642425596,1873535.365,390.3494793,1101696.739,0.11450575,16.27681239,12.29064785
1642425616,1688043.672,364.523337,1793397.797,0.650857514,80.51264067,60.53230889
1642425637,1190924.256,307.6089375,1888078.177,0.639413015,8.551341167,38.10593103
1642425657,1791139.798,398.3301788,1001584.163,0.667792842,40.82354176,9.432470378
1642425677,1886123.745,363.3084528,1700931.907,0.064664797,9.517815174,29.77215977
1642425697,1649996.062,329.8152916,1397325.727,0.151443902,4.827836906,20.38706784
1642425717,1202580.985,335.6649592,1171768.745,0.742129185,46.39918788,4.792771863
1642425737,1306246.298,390.2514672,1560867.384,0.276182421,59.48785281,63.29778208
1642425757,1602541.708,329.5154813,1171036.285,0.701020308,99.30749131,25.55428919
1642425777,1165503.174,338.8725009,1859525.041,0.82633833,86.52295195,8.873906484
1642425797,1326497.34,340.4774195,1423424.815,0.195985912,25.41867969,67.47712225
1642425817,1375156.46,392.7528344,1905522.17,0.947526199,9.466845719,21.29936262
1642425837,1442903.018,389.0999783,1890619.371,0.325779208,67.53713464,78.33950637
1642425857,1934017.564,350.3644921,1141199.791,0.518055177,12.68390865,95.29465964
1642425877,1009415.752,374.4292421,1023611.689,0.903993185,84.19168255,62.89289617
1642425897,1560199.87,394.4399267,1519998.802,0.072413007,10.86179364,90.6447095
1642425917,1285901.364,360.0318753,1850676.688,0.291316312,91.68820856,31.19580657
1642425937,1304423.338,307.0894669,1184686.668,0.254891871,54.40614348,62.61893555
1642425957,1563451.071,352.9070369,1780532.551,0.103178914,95.50538899,93.89257723
1642425977,1044820.367,305.2223435,1253935.711,0.446216112,9.227036052,82.10440474
1642425997,1262156.29,378.8477535,1512070.517,0.916218991,44.85284047,37.26552084
1642426017,1040650.294,394.9346608,1884662.324,0.614196416,54.93853339,53.75311605
1642426037,1649002.394,312.9443745,1281812.807,0.093239972,33.93295517,1.028107598
1642426057,1710574.534,357.9664949,1678415.05,0.216333371,23.37921839,27.40882772
1642426077,1769460.633,353.7054229,1893971.964,0.995601577,4.06567257,46.8964973
1642426097,1725412.899,383.2522454,1473158.148,0.059350808,52.0154519,15.60249137
1642426117,1723126.652,371.6353405,1445875.983,0.606101187,12.57641832,5.105983394
1642426137,1319619.667,337.8890329,1064282.479,0.879291109,2.682637636,39.23310178
1642426157,1124823.535,300.0641643,1364768.942,0.858328034,43.42758563,17.35166337
1642426177,1958011.677,370.3808944,1655166.611,0.754532664,63.56922684,66.15022737
1642426197,1650665.93,349.9123919,1454743.209,0.716596275,29.76542213,50.60473695
1642426217,1522138.065,352.3245941,1603144.186,0.407029991,45.85153324,16.85241476
1642426237,1782965.324,317.3571106,1368570.536,0.142404773,56.20211704,42.07819699
1642426257,1621134.114,343.2567123,1287754.931,0.17538799,21.96035,85.88328731
1642426277,1493665.138,364.2244954,1490164.443,0.082110683,96.81941764,14.62398465
1642426297,1355951.619,341.0011839,1145681.813,0.764775009,10.81129191,9.635856121
1642426317,1190371.247,363.8900383,1822793.406,0.26042954,10.78173146,75.06592268
1642426337,1310430.074,301.9862255,1090684.334,0.863183117,26.74787484,24.98345114
1642426357,1605487.213,347.7877536,1250490.092,0.144566005,36.9515597,51.9338949
1642426377,1281693.633,390.0558531,1161186.569,0.580216565,71.21281993,39.38584003
1642426397,1967743.422,372.20156,1554069.243,0.133717348,63.80074291,95.41884263
1642426417,1598731.015,358.9827149,1026734.87,0.056954348,61.90693455,69.92390266
1642426437,1703702.063,381.1638211,1241565.809,0.176273656,84.93402275,93.85720355
1642426457,1694038.361,392.6008566,1248123.013,0.1780198,49.17144257,69.36185376
1642426477,1823640.65,390.5794412,1042911.128,0.849990281,42.38563824,32.21245202
1642426497,1841439.139,382.7670942,1806561.282,0.079867528,98.38959026,44.85651658
1642426517,1285096.478,359.2910628,1774863.573,0.147374691,11.01088791,28.60068861
1642426537,1393138.431,316.9855203,1998054.69,0.949451649,91.87387856,68.90607339
1642426557,1555828.079,349.3380749,1350593.345,0.722225693,93.6961994,39.74063671
1642426577,1582494.343,399.5514489,1287062.314,0.744370878,23.26648885,85.52032984
1642426597,1176110.871,337.8903266,1746778.455,0.912097792,18.83832585,54.37974945
1642426617,1344240.749,341.5541048,1016605.797,0.296457512,86.86125216,50.2692103
1642426637,1272523.42,338.4695618,1963287.751,0.405443047,18.95790269,35.7738797
1642426657,1187625.275,342.7696748,1451369.167,0.191223347,75.04996398,39.29002706
1642426677,1108478.565,320.2655638,1807647.474,0.94038385,79.51535558,99.31094838
1642426697,1531924.635,373.5786693,1162183.433,0.633265828,20.56759017,39.27472802
1642426717,1123776.979,379.7296026,1643594.777,0.544783777,2.880698309,73.16670294
1642426737,1620717.143,372.0611243,1665931.078,0.072470308,77.01580178,12.93724974
1642426757,1952237.405,300.774553,1146337.03,0.260050683,93.7482171,81.27545531
1642426777,1941590.557,358.2145687,1223926.862,0.703699564,48.85431574,52.74856733
1642426797,1258921.081,363.219042,1020795.678,0.24541653,81.29496488,81.01776041
1642426817,1759199.195,393.4359061,1726293.395,0.495659158,36.99638359,22.18832903
1642426837,1868200.097,322.630007,1155378.363,0.109286253,87.69724167,41.86450472
1642426857,1452381.902,395.7303482,1845706.211,0.401709463,6.813847594,95.75691746
1642426877,1819818.67,374.7036368,1502753.663,0.842303977,73.31697762,33.26994025
1642426897,1122110.131,332.8380308,1808518.109,0.322626052,47.99967388,9.372897551
1642426917,1349227.965,311.2646772,1960441.895,0.174372258,45.53646194,55.9636375
1642426937,1832952.847,356.5934707,1163901.525,0.747721355,12.85878947,98.29664736
1642426957,1872902.043,384.5440848,1038856.65,0.987903397,38.53242748,19.41529105
1642426977,1352039.665,362.6137361,1254922.007,0.967417551,24.088166,23.99894595
1642426997,1496556.893,325.5454399,1082151.066,0.521152715,44.91760784,80.12429513
1642427017,1588305.67,358.2326148,1630279.291,0.610465024,44.341774,60.48273271
1642427037,1344338.869,356.331002,1970795.306,0.285000304,41.67087763,21.28611376
1642427057,1456164.037,315.6574509,1905188.59,0.52244165,49.78671931,3.344414161
1642427077,1424226.371,365.4768712,1571699.892,0.76356515,32.17811205,86.86636261
1642427088,1112280.977,363.395709,1816791.51,0.772166318,20.43505842,41.51559645
1642427097,1888889.115,389.1938004,1867480.695,0.943504319,79.78231935,39.65573427
1642427117,1368266.087,398.6840847,1449459.326,0.9810859,23.84944443,53.85791865
1642427137,1416478.78,334.5674614,1927207.066,0.616469845,77.56552087,46.7308521
1642427157,1933095.084,304.928478,1943791.133,0.286794778,61.02809719,37.47656535
1642427177,1669927.59,380.6757734,1147879.715,0.010552967,90.11633013,67.74365467
1642427197,1106050.668,303.949757,1832097.177,0.347322709,24.42219508,8.279177655
1642427217,1553916.491,308.0924402,1065953.094,0.032978663,32.26351349,9.439517184
1642427237,1951382.219,349.3205541,1684744.06,0.373482298,81.99563743,53.27899439
1642427257,1338958.199,385.6312094,1632363.68,0.912805345,68.22287514,61.66454829
1642427277,1358295.247,394.8127279,1842749.339,0.390921312,34.78889023,83.99133604
1642427297,1164581.905,319.2794113,1832876.297,0.06527204,31.64276318,15.68470575
1642427317,1069360.634,357.4812499,1664252.268,0.798994708,81.11515483,21.54850158
1642427337,1163728.387,364.434217,1975579.4,0.569264497,59.46098932,78.0526975
1642427357,1388999.074,371.1188271,1200429.861,0.268180663,15.1822022,61.19065179
1642427377,1447781.748,316.4585447,1583899.508,0.095069252,37.93587126,34.71496458
1642427397,1682775.002,382.4530191,1356243.882,0.263355378,59.68999599,47.39780081
1642427417,1478346.72,304.6239398,1127718.236,0.683662396,93.44887622,34.87731029
1642427437,1809700.553,336.2994476,1930267.042,0.459264238,33.68156713,40.17346155
1642427457,1965382.304,357.1421494,1699690.578,0.936483021,81.15586285,0.862349909
1642427477,1581102.836,358.386485,1598118.967,0.446371796,69.92587678,7.87607652
1642427497,1006477.263,352.9527649,1842471.811,0.79976535,27.12427083,33.71847173
1642427517,1215651.005,335.9650924,1328932.641,0.480125578,18.45742885,97.16511359
1642427537,1497369.509,319.9148033,1546350.402,0.509572645,46.9160298,71.52844016
1642427557,1398905.767,399.1952166,1067996.977,0.919817625,23.90178917,17.62780414
1642427577,1794119.341,362.0849015,1727343.632,0.995990251,84.02629858,9.18032835
1642427597,1877586.382,332.6836027,1854594.318,0.687839903,2.598858378,76.91637531
1642427766,1852308.569132295,341.86859795480734,1745291.8812981406,0.13628668594744486,78.53458804144603,79.65546124423423
1642428081,1958976.485490168,336.11151382967694,1988710.104163607,0.6126116917305584,72.70679870937963,23.357657182094506
1642428101,1435231.4340761914,344.0145953336821,1628975.3086716246,0.7638345272170386,27.153045201791137,4.64024669057177
1642428122,1811239.477981653,331.3724145451671,1257365.1983252182,0.30917316467344125,35.37866281607865,43.852552752607444
1642428142,1644265.5334974132,375.2819040015871,1829482.742477331,0.22196580630624807,73.18685203116655,29.812201810056614
1642428162,1488160.8305997434,366.10315364283775,1022986.9722686002,0.31858349251076457,43.632488171825514,70.54735315717811
1642428182,1365202.7805702146,346.3547145719694,1742789.1124559664,0.11719328675192298,1.2841200559478572,2.0556603593853584
1642428202,1457738.9720020895,386.6982020477224,1448363.7150442207,0.6925739709645512,53.04759137504605,21.989252748835842
1642428222,1855678.1645951383,313.2407686515896,1734741.5132341853,0.15708938287813068,63.62687123203402,6.049953894699456
1642428242,1539786.7126908086,343.87442951782805,1007308.6626747951,0.670835517848808,51.18753752614622,15.794795148322294
1642428262,1695537.2137093323,326.28303381594804,1342828.947873774,0.167716642923603,99.92348643512766,15.857055369569773
1642428282,1373525.6287063896,301.9337420372291,1122147.5913985432,0.48403835241554416,41.98997606493603,15.066378006564939
1642428302,1999690.1784527625,364.1436320972559,1427813.329523897,0.7336818552894097,70.56588974933045,90.06846746081446
1642428322,1688870.33174767,339.2465070171431,1017179.3572325958,0.6501485275119955,56.89017153220397,40.4709971201086
1642428342,1595950.3539423456,380.44534077453363,1599924.0041046916,0.8249518083943803,20.42806005880142,95.1374732699639
1642428362,1653238.0619712195,392.1931807841242,1748327.74954188,0.4377039381728788,41.95491337890432,45.68169083364728
1642428382,1854430.9345901038,389.978277681264,1846954.2366313685,0.31505247829011507,55.866157597673805,38.23863294030827
1642428402,1773148.765940903,319.7381138766928,1664840.1164758033,0.9467134887717537,56.418192455316365,40.22027485687144
1642428422,1968833.6319411076,314.0998174479753,1206446.3917108502,0.076441636442378,3.9041962428038035,99.12010273387817
1642428442,1346644.2420679217,362.97270974258623,1788632.4372545932,0.3805905493275875,72.28351005905563,21.751678677628274
1642428462,1184853.2878221164,379.2543423306527,1845513.376120462,0.0008657444171492612,85.83337639283316,75.43096452278694
1642428482,1066179.332081872,317.5042136054314,1202163.2339893556,0.658193083104208,88.72967275935073,32.04352421701119
1642474074,1870782.2366369208,362.69160377009274,1848705.2114599294,0.07040554866304527,88.61490450305666,46.56061145779267
1642474096,1976298.0288220416,320.25432892276376,1740236.0143578695,0.08366758946911135,77.83461339633135,48.89375012915417
1642474116,1298098.6632142605,353.942655863461,1102814.5730657512,0.539953348394154,80.00146923514939,16.17278930439091
1642474136,1680858.2913819158,374.96113402722074,1751560.5533712842,0.7010443951789027,21.72032696250934,8.06022044919883
1642474156,1863396.5760204315,330.4863842433252,1347132.9503942316,0.2739864438548093,49.36636291850216,73.21798212981416
1642474176,1733407.361981382,379.62262674880026,1070838.5207221198,0.5855369053401648,6.453863580985997,37.60236113400397
1642474196,1575073.3808667632,330.96675543483775,1162795.651304649,0.22810813870980484,53.89184377576005,85.53428876286185
1642474216,1228382.957947285,323.09813188467916,1936952.8968400501,0.639494981051863,43.169942354022474,66.602677759706
1642474236,1396247.9276645395,329.65895037842006,1712550.5243465274,0.9254612414227957,86.47903592065074,5.112401356204188
1642474256,1871939.2255091814,389.82760143945336,1735733.0095019657,0.21769089605725767,51.739911795130475,7.094156758038139
1642474276,1807233.2930449124,318.038430550328,1528186.2620798002,0.6394979240353759,18.050760431402267,84.0418257209429
1642474296,1319822.5526846487,336.50017162540667,1574498.626595324,0.13743154730633855,25.958054661567388,20.01036552530062
1642474316,1345606.099825483,360.27811252250694,1921593.3896131169,0.29055267252636197,35.19355161253791,0.8576541869934617
1642474336,1287552.3618486642,308.8344686774688,1306016.706678117,0.77265665163328,3.2761904059283586,15.674958476243717
1642474356,1471577.297460414,343.2841692976366,1073845.822008448,0.619116293933744,8.904429937046066,70.52016687116628
1642474376,1615972.3010102063,380.6872307546071,1650587.2736229962,0.711015016879742,39.098010387432716,26.99374382712839
1642474396,1290662.8308154768,345.07549039073837,1136298.581400747,0.5693744807806438,72.60034522438444,84.54927426232607
1642474416,1151950.7849805043,351.05427217586845,1499955.0684282016,0.9762155183181374,19.537982233121564,28.20837843169468
1642474436,1751582.7463730841,341.66787805347656,1753336.0138220275,0.12249696351908235,90.47211342053315,53.849529643895636
1642474456,1066747.3267379946,389.9156200166495,1710189.4334472027,0.1546206285422933,17.355643232582942,19.97586132474638
1642474476,1705728.8239525175,332.72656176264644,1706417.6168049711,0.9586945685409715,64.6171483049203,72.18165297241052
1642474496,1547297.4482751884,312.106133299069,1475085.3497073161,0.9371204757740998,14.840044176442568,98.1975713282578
1642474516,1878822.560641052,336.1924930049924,1809118.5348416467,0.9558062196838727,12.301577542657682,33.15964812800102
1642474536,1706761.4915564577,377.60083256377214,1422163.266511576,0.5964496747166091,66.12363633063377,39.31504467918582
1642474556,1378662.723872025,343.17105564272794,1157652.4593179477,0.9784100126197964,87.83076306646028,53.6868157896491
1642474576,1715345.0433978103,378.4951922215469,1887568.6145739402,0.7820356422835709,51.84320806140788,83.71560605621612
1642474596,1823497.451383119,346.6949523207126,1952066.9789953772,0.65516035289624,53.4022478094069,57.31443279881251
1642474616,1055312.1435250163,310.8526573518528,1621984.1825887887,0.19360996430408228,36.79374847033192,40.73432380585172
1642474636,1774082.960821707,319.5966319553388,1229668.1443679316,0.03166045063175338,71.5455563281709,57.57528530528643
